universidad;candidateId
Certus;630665b89fa239004bddc983
Universidad Peruana De Ciencias Aplicadas;630665b89fa239004bddc983
Instituto Sise;630665b89fa239004bddc98d
Universidad San Ignacio De Loyola;630665b89fa239004bddc993
Siu - San Ignacio University Of Miami;630665b89fa239004bddc993
Instituto San Ignacio De Loyola;630665b89fa239004bddc9a7
Universidad Tecnologica Del Perú;630665b89fa239004bddc9b0
Sise;630665b89fa239004bddc9b0
Idat;630665b89fa239004bddc9bb
Insituto Certus;630665b89fa239004bddc9ca
Felipe Huaman Poma De Ayala;630665b89fa239004bddc9ca
Universidad Privada Del Norte;630665b89fa239004bddc9d2
Inmaculada Concepción;630665b89fa239004bddc9db
Universidad Nacional Mayor De San Marcos;630665b89fa239004bddc9e6
Universidad Privada Del Norte;630665b89fa239004bddc9f2
Universidad San Pedro;630665b89fa239004bddc9fe
Instituto De Diseño Y Comunicación;630665b89fa239004bddca06
Universidad Nacional Del Callao;630665b89fa239004bddca0e
Ifb Certus;630665b89fa239004bddca14
Certus;630665b89fa239004bddca21
Trilce Los Olivos;630665b89fa239004bddca21
Instituto Sise;630665b89fa239004bddca2b
Universidad Alas Peruanas;630665b89fa239004bddca2b
Instituto De Aviacion Profesional Avia;630665b89fa239004bddca34
Universidad Católica De Santa María;630665b89fa239004bddca3a
Americo Garibaldi Ghersi;630665b89fa239004bddca3a
Cultural Centro De Idiomas;630665b89fa239004bddca3a
Instituto Cibertec;630665b89fa239004bddca42
Instituto San Ignacio De Loyola - Isil;630665b89fa239004bddca42
Universidad San Ignacio De Loyola - Usil;630665b89fa239004bddca42
Ies Público Simón Bolivar;630665b89fa239004bddca4e
Universidad Privada Del Norte;630665b89fa239004bddca55
Cibertec;630665b89fa239004bddca65
Universidad Alas Peruanas;630665b89fa239004bddca6d
Universidad De San Martin De Porres - Usmp;630665b89fa239004bddca75
Columbia;630665b89fa239004bddca80
Universidad San Luis Gonzaga;630665b89fa239004bddca87
Universidad Cientifica Del Perú;630665b89fa239004bddca8d
Universidad Nacional Del Callao;630665b89fa239004bddca94
Instituto Sergio Bernales;630665b89fa239004bddca9a
Icpna;630665b89fa239004bddcab2
Certus;630665b89fa239004bddcab2
Senati;630665b89fa239004bddcab2
Instituto De Emprendedores Usil;630665b89fa239004bddcabb
Instituto Peruano De Administración De Empresas - Ipae;630665b89fa239004bddcac2
Instituto Técnico Idat;630665b89fa239004bddcac8
Universidad Nacional Federico Villarreal;630665b89fa239004bddcac8
Universidad Privada Del Norte - Unp;630665b89fa239004bddcad0
Colegios Trilce;630665b89fa239004bddcad0
Instituto Superior Sise;630665b89fa239004bddcadc
Universidad Cesar Vallejo;630665b89fa239004bddcae5
Universidad Privada San Juan Bautista;630665b89fa239004bddcaec
Instituto Superior Privado Cimas;630665b89fa239004bddcaec
Universidad Autónoma Del Perú - Ua;630665b89fa239004bddcafb
Upn;630665b89fa239004bddcb03
Cibertec;630665b89fa239004bddcb03
Certus;630665b89fa239004bddcb0d
Idat;630665b89fa239004bddcb14
San Ignacio  De Loyola;630665b89fa239004bddcb1b
Univesidad Jose Carlos Mareategui;630665b89fa239004bddcb26
Universidad Cesar Vallejo;630665b89fa239004bddcb32
Iestp Maria Rosario Araoz Pinto;630665b89fa239004bddcb3d
Senati;630665b89fa239004bddcb48
Certus;630665b89fa239004bddcb54
Upc;630665b89fa239004bddcb5b
Icpna;630665b89fa239004bddcb5b
Universidad Alas Peruanas;630665b89fa239004bddcb65
Instituto Superior Tecnologico Argentina;630665b89fa239004bddcb6d
Iestp Peru - Pacifico;630665b89fa239004bddcb73
Universidad Cesar Vallejo;630665b89fa239004bddcb7c
Sise;630665b89fa239004bddcb83
Universidad Privada Del Norte;630665b89fa239004bddcb8c
Certus;630665b89fa239004bddcb8c
Instituto De Formación Bancaria - Ifb;630665b89fa239004bddcb96
Upn;630665b89fa239004bddcb9f
Cepeban;630665b89fa239004bddcb9f
Universidad San Ignacio De Loyola;630665b89fa239004bddcba7
Universidad Nacional De Educacion Enrique Guzman Y Valle Une;630665b89fa239004bddcbb6
Universidad Privada Del Norte;630665b89fa239004bddcbc1
Cepeban;630665b89fa239004bddcbc1
Certus;630665b89fa239004bddcbcb
Cepeban;630665b89fa239004bddcbd7
John Dewey;630665b89fa239004bddcbd7
Universidad Ricardo Palma;630665b89fa239004bddcbde
Instituto De Emprendedores Usil;630665b89fa239004bddcbee
Instituto Superior Fundación Pachacutec;630665b89fa239004bddcbf4
Instituto De Formación Bancaria - Ifb;630665b89fa239004bddcbfc
Certus;630665b89fa239004bddcc04
Ifb Certus;630665b89fa239004bddcc10
Certus;630665b89fa239004bddcc1a
Universidad Privada Norbert Wiener;630665b89fa239004bddcc27
Universidad Peruana De Ciencias Aplicadas - Upc;630665b89fa239004bddcc2e
Idat;630665b89fa239004bddcc37
Idat;630665b89fa239004bddcc3e
I.e.s.t.p Perú Pacifico;630665b89fa239004bddcc48
Certus;630665b89fa239004bddcc4f
Cibertec;630665b89fa239004bddcc4f
Universidad César Vallejo;630665b89fa239004bddcc63
Instituto San Ignacio De Loyola;630665b89fa239004bddcc6c
Universidad San Martin De Porres;630665b89fa239004bddcc6c
Iep Túpac Amaru;630665b89fa239004bddcc78
Instituto Cibertec;630665b89fa239004bddcc7f
Universidad San Martín De Porres;630665b89fa239004bddcc88
Universidad Nacional De Cañete;630665b89fa239004bddcc92
Universidad Cesar Vallejo;630665b89fa239004bddcc9e
Adex;630665b89fa239004bddcc9e
Zegel Ipae;630665b89fa239004bddcca8
Ifb Certus;630665b89fa239004bddccb1
Instituto De Formación Bancaria Certus;630665b89fa239004bddccc0
Zegel Ipae;630665b89fa239004bddccc8
Cepeban;630665b89fa239004bddccd1
Certus;630665b89fa239004bddccdd
I.e N 0074 Fernando Belaúnde Terry;630665b89fa239004bddccdd
Centro Bancario Del Peru;630665b89fa239004bddcced
Instituto Cesca;630665b89fa239004bddcced
Certus;630665b89fa239004bddccfd
Certus;630665b89fa239004bddcd04
Certus;630665b89fa239004bddcd10
El Britanico;630665b89fa239004bddcd1a
Universidad Privada Del Norte;630665b89fa239004bddcd1a
Instituto De Formación Bancaria - Ifb;630665b89fa239004bddcd23
Oscar Arteta Terzi;630665b89fa239004bddcd2d
Certus;630665b89fa239004bddcd34
Universidad César Vallejo;630665b89fa239004bddcd3c
Certus;630665b89fa239004bddcd43
Iestp Maria Rosario Araoz Pinto;630665b89fa239004bddcd4a
Universidad Andina Del Cusco;630665b89fa239004bddcd51
Colegio San Francisco De Asis - Cusco;630665b89fa239004bddcd51
Cibertec;630665b89fa239004bddcd5c
Instituto De Formación Bancaria - Ifb;630665b89fa239004bddcd68
Instituto Tecnológico Sise;630665b89fa239004bddcd70
Universidad Cesar Vallejo;630665b89fa239004bddcd77
I.e.p Juan Pablo Peregrino;630665b89fa239004bddcd77
Universidad Privada Del Norte;630665b89fa239004bddcd7e
Telesup;630665b89fa239004bddcd85
Sise;630665b89fa239004bddcd8c
Senati;630665b89fa239004bddcd92
Universidad César Vallejo;630665b89fa239004bddcd98
Cibertec;630665b89fa239004bddcd98
Instituto Financiero;630665b89fa239004bddcda0
Universidad Nacional Del Altiplano;630665b89fa239004bddcda0
Universidad Nacional Del Altiplano;630665b89fa239004bddcda0
Instituto Superior Tecnológico El Buen Pastor;630665b89fa239004bddcdaa
Ifb Certus;630665b89fa239004bddcdb1
Universidad Tecnológica Del Perú;630665b89fa239004bddcdbe
Cibertec;630665b89fa239004bddcdc5
Ifb;630665b89fa239004bddcdc5
Universidad Privada Del Norte - Upn;630665b89fa239004bddcdd0
Universidad Cesar Vallejo;630665b89fa239004bddcdd8
Instituto De Administración De Empresas;630665b89fa239004bddcde0
I. E. Augusto Salazar Bondy 2023;630665b89fa239004bddcde0
Certus;630665b89fa239004bddcde8
Certus;630665b89fa239004bddcdf0
Certus;630665b89fa239004bddcdf8
Sise Instituto;630665b89fa239004bddce03
Universidad Nacional Micaela Bastidas De Apurimac;630665b89fa239004bddce0a
Unfv;630665b89fa239004bddce10
Universidad Privada Del Norte;630665b89fa239004bddce19
Certus;630665b89fa239004bddce23
Certus;630665b89fa239004bddce23
Computron;630665b89fa239004bddce2b
Universidad Privada Del Norte;630665b89fa239004bddce34
Universidad Católica De Santa María;630665b89fa239004bddce3d
Cibertec;630665b89fa239004bddce44
Isil;630665b89fa239004bddce4b
Sise;630665b89fa239004bddce55
Universidad De Lima;630665b89fa239004bddce62
Asociación Cultural Peruano Británico;630665b89fa239004bddce62
Certus;630665b89fa239004bddce69
Universidad Privada Del Norte;630665b89fa239004bddce71
Escuela Isil;630665b89fa239004bddce78
Isil;630665b89fa239004bddce78
Universidad Privada Del Norte;630665b89fa239004bddce82
Universidad Cesar Vallejo;630665b89fa239004bddce8a
Iestp Euroidiomas  Lits Lima;630665b89fa239004bddce8a
María De Los Ángeles Cimas;630665b89fa239004bddce93
Certus;630665b89fa239004bddce99
República De Colombia;630665b89fa239004bddce99
Certus;630665b89fa239004bddcea2
Universidad Privada Del Norte - Upn;630665b89fa239004bddceaa
Instituto Superior De Formación Bancaria Certus;630665b89fa239004bddceb3
Universidad Cesar Vallejo;630665b89fa239004bddcec2
Instituto Sise;630665b89fa239004bddcec8
Icpna;630665b89fa239004bddcecf
Zegel Ipae;630665b89fa239004bddcecf
Instituto De Formacion Bancaria;630665b89fa239004bddcede
Instituto De Educacion Superior Tecnologico Privado Idatur;630665b89fa239004bddcee7
Universidad Privada Del Norte;630665b89fa239004bddceef
Universidad José Carlos Mariategui;630665b89fa239004bddcef6
I.e.e. Daniel Becerra Ocampo;630665b89fa239004bddcef6
Universidad Cesar Vallejo - Ucv;630665b89fa239004bddcf00
Ifb Certus;630665b89fa239004bddcf08
Universidad Nacional Federico Villareal;630665b89fa239004bddcf0e
Pucp;630665b89fa239004bddcf16
Instituto Superior Sise;630665b89fa239004bddcf1e
Universidad Tecnológica Del Peru;630665b89fa239004bddcf2c
Universidad Privada Del Norte;630665b89fa239004bddcf32
Iep Jesús Divino Creador;630665b89fa239004bddcf32
Universidad Nacional Mayor De San Marcos;630665b89fa239004bddcf3a
Universidad Nacional Del Centro Del Perú;630665b89fa239004bddcf40
Certus;630665b89fa239004bddcf4e
Icpna;630665b89fa239004bddcf4e
Zegel Ipae;630665b89fa239004bddcf58
Universidad Pivada Del Norte;630665b89fa239004bddcf5e
Universidad Roosevelt;630665b89fa239004bddcf66
Certus;630665b89fa239004bddcf71
Universidad Ricardo Palma;630665b89fa239004bddcf7e
Ifb Certus;630665b89fa239004bddcf86
Ifb Certus;630665b89fa239004bddcf8c
Manuel Scorza Torres;630665b89fa239004bddcf95
Universidad Privada Del Norte;630665b89fa239004bddcfa5
Universidad Antonio Ruiz De Montoya;630665b89fa239004bddcfab
Autónoma Del Perú;630665b89fa239004bddcfb1
Universidad Tecnológica Del Peru;630665b89fa239004bddcfb8
Instituto Superior Sise;630665b89fa239004bddcfbe
Certus;630665b89fa239004bddcfc4
Universidad San Pedro;630665b89fa239004bddcfd1
Sise (independencia);630665b89fa239004bddcfd7
Instituto De Formación Bancaria - Certus;630665b89fa239004bddcfde
Senati;630665b89fa239004bddcfe4
Certus;630665b89fa239004bddcfe4
Universidad Catolica Los Angeles De Chimbote;630665b89fa239004bddcfeb
Universidad San Martin De Porres;630665b89fa239004bddcff2
Iestp Adolfo Vienrich;630665b89fa239004bddd001
Coar - Pasco;630665b89fa239004bddd001
Instituto Nacional Tecnologico Maria Rosario Araoz Pinto;630665b89fa239004bddd008
Universidad Nacional Mayor De San Marcos;630665b89fa239004bddd00e
Universidad Tecnológica Del Perú - Utp;630665b89fa239004bddd01b
Certus;630665b89fa239004bddd024
Universidad Tecnologica Del Perú;630665b89fa239004bddd02b
Universidad Alas Peruanas - Uap;630665b89fa239004bddd032
Sise;630665b89fa239004bddd03c
Unife;630665b89fa239004bddd03c
Utp;630665b89fa239004bddd044
Universidad Cesar Vallejo;630665b89fa239004bddd04b
Icpna;630665b89fa239004bddd052
I.s.t.p Santiago Antunez De Mayolo - Huancayo;630665b89fa239004bddd058
Certus;630665b89fa239004bddd060
Administracion Bancaria;630665b89fa239004bddd068
I.e Raul Porras Barrenechea;630665b89fa239004bddd068
Instituto Superior San Ignacio De Loyola (isil);630665b89fa239004bddd074
Javier Prado 07;630665b89fa239004bddd074
Certus;630665b89fa239004bddd07d
Universidad Tecnológica Del Perú;630665b89fa239004bddd088
Instituto Santa Rosa;630665b89fa239004bddd08e
Instituto De Formación Bancaria - Ifb;630665b89fa239004bddd094
Utp;630665b89fa239004bddd09c
Instituto De Formación Bancaria Ifb;630665b89fa239004bddd09c
Instituto De Educación Superior Privado Certus;630665b89fa239004bddd0a7
Universidad Tecnológica Del Perú;630665b89fa239004bddd0b0
Cibertec;630665b89fa239004bddd0b7
Adex;630665b89fa239004bddd0bd
Instituto Zegel Ipae;630665b89fa239004bddd0c3
Universidad Nacional San Luis Gonzaga De Ica - Unica;630665b89fa239004bddd0c3
Universidad De Lima;630665b89fa239004bddd0cc
Universidad Peruana De Ciencias Aplicadas;630665b89fa239004bddd0d2
Universidad Nacional Del Callao;630665b89fa239004bddd0df
Instituto Sise;630665b89fa239004bddd0e5
Instituto Certus;630665b89fa239004bddd0ee
Ifb Certus;630665b89fa239004bddd0f5
Ifbcertus;630665b89fa239004bddd100
Idat;630665b89fa239004bddd108
Certus;630665b89fa239004bddd108
Idat;630665b89fa239004bddd110
Escuela Naval;630665b89fa239004bddd116
Columbia;630665b89fa239004bddd122
Cepeban;630665b89fa239004bddd12d
Certus;630665b89fa239004bddd13d
Cetro Aduatel;630665b89fa239004bddd144
Universidad Peruana De Ciencias Aplicadas;630665b89fa239004bddd14b
Universidad Privada Del Norte;630665b89fa239004bddd153
Universidad Privada Del Norte;630665b89fa239004bddd15e
I.e Pnp Martin Esquicha Bernedo;630665b89fa239004bddd15e
Ifb Certus;630665b89fa239004bddd168
Universidad San Ignacio De Loyola - Usil;630665b89fa239004bddd174
Universidad Nacional San Luis Gonzaga De Ica - Unica;630665b89fa239004bddd17e
Universidad Cesar Vallejo;630665b89fa239004bddd192
Universidad Cesar Vallejo - Ucv;630665b89fa239004bddd192
Instituto De Formación Bancaria - Ifb;630665b89fa239004bddd192
Santa Magdalena Sofia;630665b89fa239004bddd192
Autónoma Del Perú;630665b89fa239004bddd1a1
Universidad Tecnologica Del Perú;630665b89fa239004bddd1a8
Instituto Cultural Britanico;630665b89fa239004bddd1a8
Universidad San Martín De Porres;630665b89fa239004bddd1af
Universidad Nacional Mayor De San Marcos;630665b89fa239004bddd1b5
Ifb Certus;630665b89fa239004bddd1bd
Ifb Certus;630665b89fa239004bddd1bd
Universidad Ricardo Palma;630665b89fa239004bddd1c6
Universidad San Ignacio De Loyola;630665b89fa239004bddd1d2
Universidad Cesar Vallejo;630665b89fa239004bddd1dc
Instituto Certus;630665b89fa239004bddd1e2
Instituto Sise;630665b89fa239004bddd1e2
Sise;630665b89fa239004bddd1e2
Universidad Del Pacífico;630665b89fa239004bddd1eb
Universidad Cesar Vallejo;630665b89fa239004bddd1f8
Universidad Nacional De San Agustín;630665b89fa239004bddd1ff
Universidad San Ignacio De Loyola;630665b89fa239004bddd205
Instituto Robert Owen;630665b89fa239004bddd205
Certus;630665b89fa239004bddd20d
Instituto Superior Sise;630665b89fa239004bddd216
Sabio Antúnez De Mayolo;630665b89fa239004bddd21f
Certus;630665b89fa239004bddd225
Universidad Autónoma Del Perú - Ua;630665b89fa239004bddd22c
Camara De Comercio;630665b89fa239004bddd22c
Zegel Ipae;630665b89fa239004bddd233
Unimaster;630665b89fa239004bddd233
Cepeban;630665b89fa239004bddd23c
Addis;630665b89fa239004bddd244
Universidad Autónoma Del Perú;630665b89fa239004bddd253
Universidad Privada Del Norte;630665b89fa239004bddd25a
Cesar Vallejo;630665b89fa239004bddd260
Ifb Certus;630665b89fa239004bddd260
Universidad Peruana Los Andes;630665b89fa239004bddd268
Peru Francia;630665b89fa239004bddd270
Universidad Peruana De Ciencias Aplicadas - Upc;630665b89fa239004bddd283
Innova Schools;630665b89fa239004bddd283
Certus;630665b89fa239004bddd28c
Administración Bancaria Y Financiera;630665b89fa239004bddd293
Sise;630665b89fa239004bddd29a
Zegel Ipae;630665b89fa239004bddd2a6
I.e.p Asunción De Maria;630665b89fa239004bddd2a6
Unife;630665b89fa239004bddd2b0
Adex;630665b89fa239004bddd2b7
Universidad Privada Telesup;630665b89fa239004bddd2b7
Certus;630665b89fa239004bddd2c1
Cs.economicas;630665b89fa239004bddd2c8
Antenor Orrego Espinoza;630665b89fa239004bddd2cf
Certus;630665b89fa239004bddd2d6
Upc;630665b89fa239004bddd2e2
Certus;630665b89fa239004bddd2ea
Pitagoras;630665b89fa239004bddd2f2
Senati;630665b89fa239004bddd2fa
Isil;630665b89fa239004bddd30b
Peruano Británico;630665b89fa239004bddd30b
Certus;630665b89fa239004bddd316
Universidad De Extremadura- España;630665b89fa239004bddd31d
Ies Pérez Comendador- España;630665b89fa239004bddd31d
Universidad Cesar Vallejo;630665b89fa239004bddd325
Universidad Cesar Vallejo;630665b89fa239004bddd332
Británico;630665b89fa239004bddd332
Ifb Certus;630665b89fa239004bddd33a
Poussin;630665b89fa239004bddd33a
Universidad Cesar Vallejo;630665b89fa239004bddd343
Certus;630665b89fa239004bddd34c
Universidad Cesar Vallejo;630665b89fa239004bddd358
Upc;630665b89fa239004bddd35f
Universidad Tecnológica Del Peru;630665b89fa239004bddd366
Instituto San Ignacio De Loyola;630665b89fa239004bddd371
Idat;630665b89fa239004bddd378
Idat;630665b89fa239004bddd378
Instituto Superior Tecnológico - Idat;630665b89fa239004bddd382
Istp Argentina;630665b89fa239004bddd389
Universidad Esan;630665b89fa239004bddd393
Asociación Cultural Peruano Británica (británico);630665b89fa239004bddd393
Ifb Certus;630665b89fa239004bddd39e
Universidad Privada Antenor Orrego;630665b89fa239004bddd3b7
Universidad Nacional De La Amazonía Peruana;630665b89fa239004bddd3c0
Liceo Naval Capitán De Navío Francisco Carrasco Távara;630665b89fa239004bddd3c0
Instituto Superior Certus;630665b89fa239004bddd3cd
Instituto Superior Sise;630665b89fa239004bddd3d4
Universidad Privada Del Norte;630665b89fa239004bddd3dc
Upn;630665b89fa239004bddd3e3
Instituto Continental;630665b89fa239004bddd3ea
Instituto Gilda Liliana Ballivian Rosado;630665b89fa239004bddd3f4
Instituto Sise;630665b89fa239004bddd3f4
Upn;630665b89fa239004bddd3fe
I.e 5097 San Juan Macias;630665b89fa239004bddd3fe
Instituto De Formacion Bancaria;630665b89fa239004bddd40a
Universidad Tecnológica Del Perú;630665b89fa239004bddd415
Universidad Cesar Vallejo;630665b89fa239004bddd421
Universidad Cesar Vallejo - Ucv;630665b89fa239004bddd428
I.f.b Certus;630665b89fa239004bddd431
Universidad De San Martín De Porres;630665b89fa239004bddd438
Universidad Privada Del Norte;630665b89fa239004bddd445
Instituto Continental;630665b89fa239004bddd44c
Instituto San Ignacio De Loyola;630665b89fa239004bddd453
Universidad De San Martin De Porres - Usmp;630665b89fa239004bddd45a
Universidad San Martin De Porres;630665b89fa239004bddd463
Liceo Naval Germán Astete;630665b89fa239004bddd463
Certus;630665b89fa239004bddd46c
Intur Peru;630665b89fa239004bddd46c
Senati;630665b89fa239004bddd476
Britanico;630665b89fa239004bddd47e
Isil;630665b89fa239004bddd47e
Universidad Continental;630665b89fa239004bddd486
Universidad Esan;630665b89fa239004bddd490
Certus;630665b89fa239004bddd490
Universidad Cesar Vallejo;630665b89fa239004bddd497
Idat;630665b89fa239004bddd4a0
Universidad Andina Néstor Cáceres Velásquez - Uancv;630665b89fa239004bddd4a7
Universidad Peruana Unión;630665b89fa239004bddd4b7
Universidad San Ignacio De Loyola;630665b89fa239004bddd4bf
Universidad Privada Del Norte;630665b89fa239004bddd4bf
I.e.p  Ingenieros Uni;630665b89fa239004bddd4bf
Zegel Ipae;630665b89fa239004bddd4ca
Universidad Cesar Vallejo;630665b89fa239004bddd4d1
Universidad Autonoma Del Peru;630665b89fa239004bddd4d7
Universidad Alas Peruanas;630665b89fa239004bddd4d7
Cpeei. Nuestra Señora De Montserrat;630665b89fa239004bddd4df
Cepeban;630665b89fa239004bddd4e5
Cepeban;630665b89fa239004bddd4e5
Isil;630665b89fa239004bddd4f7
Instituto De Formación Bancaria;630665b89fa239004bddd4fe
Idat;630665b89fa239004bddd507
Instituto Superior Tecnológico Público Julio Cesar Tello;630665b89fa239004bddd50e
Universidad Peruana De Ciencias Aplicadas;630665b89fa239004bddd516
Instituto De Formación Bancaria Certus;630665b89fa239004bddd516
Cepeban;630665b89fa239004bddd51e
Universidad Privada Del Norte;630665b89fa239004bddd525
Universidad Cesar Vallejo;630665b89fa239004bddd52d
Universidad San Martin De Porres;630665b89fa239004bddd538
Instituto Sise;630665b89fa239004bddd541
Centro Peruano De  Estudios Bancarios - Cepeban;630665b89fa239004bddd549
Toulouse Lautrec;630665b89fa239004bddd554
Isil;630665b89fa239004bddd55a
Avia;630665b89fa239004bddd55a
María Auxiliadora - Breña;630665b89fa239004bddd55a
Instituto Superior Tecnológico Argentina;630665b89fa239004bddd565
Cesar Vallejo;630665b89fa239004bddd565
Instituto Del Sur;630665b89fa239004bddd570
Universidad Cesar Vallejo;630665b89fa239004bddd576
Adex;630665b89fa239004bddd576
Certus;630665b89fa239004bddd57f
Certus;630665b89fa239004bddd586
Instituto Sise;630665b89fa239004bddd58c
Icpna;630665b89fa239004bddd593
Universidad Nacional Mayor De San Marcos;630665b89fa239004bddd593
Universidad San Luis Gonzaga De Ica;630665b89fa239004bddd59c
Certus;630665b89fa239004bddd5a2
Universidad San Ignacio De Loyola;630665b89fa239004bddd5a9
Universidad Privada Del Norte;630665b89fa239004bddd5af
Instituto De Formación Bancaria - Ifb Certus;630665b89fa239004bddd5b6
Certus;630665b89fa239004bddd5be
Instituto Sise;630665b89fa239004bddd5c7
Certus;630665b89fa239004bddd5ce
Asociación De Educación Empresarial Continua - Adec;630665b89fa239004bddd5d5
Universidad Cientifica Del Sur;630665b89fa239004bddd5d5
Instituto Superior Sise;630665b89fa239004bddd5d5
N° 200 – Pgpe       Tte. Crl “ Alfredo Bonifaz “;630665b89fa239004bddd5de
Ifb Certus;630665b89fa239004bddd5e9
Ifb Certus;630665b89fa239004bddd5f0
Certus;630665b89fa239004bddd5f7
Upc;630665b89fa239004bddd5fe
Idat;630665b89fa239004bddd60a
Instituto Certus;630665b89fa239004bddd612
Universidad Nacional De Moquegua;630665b89fa239004bddd619
Luis  E. Valcárcel;630665b89fa239004bddd619
Británico;630665b89fa239004bddd622
Colegio El Carmelo;630665b89fa239004bddd629
Instituto Tecnológico Idat;630665b89fa239004bddd630
Universidad Privada Telesup;630665b89fa239004bddd644
Cibertec;630665b89fa239004bddd64e
Universidad;630665b89fa239004bddd655
Certus;630665b89fa239004bddd65c
Certus;630665b89fa239004bddd65c
Universidad Tecnológica Del Perú;630665b89fa239004bddd665
Colegio Nicolás Copérnico Sjl;630665b89fa239004bddd665
Universidad Privada Del Norte;630665b89fa239004bddd672
Ifb Certus;630665b89fa239004bddd67a
Certus;630665b89fa239004bddd682
Universidad Tecnológica Del Perú;630665b89fa239004bddd689
Ifb Certus;630665b89fa239004bddd689
Universidad Tecnológica Del Perú;630665b89fa239004bddd698
Instituto Superior Tecnico Profesional Carlos Cueto Fernandini;630665b89fa239004bddd6a3
Universidad Tecnológica Del Perú;630665b89fa239004bddd6ab
Universidad Alas Peruanas;630665b89fa239004bddd6b1
Universidad César Vallejo;630665b89fa239004bddd6bd
Ifb Certus;630665b89fa239004bddd6c3
Universidad Autónoma Del Perú;630665b89fa239004bddd6ca
Universidad Privada Del Norte;630665b89fa239004bddd6d4
Idat;630665b89fa239004bddd6db
Universidad Peruana De Ciencias Aplicadas (upc);630665b89fa239004bddd6e2
Instituto De Idiomas De La Pontificia Universidad Católica Del Perú;630665b89fa239004bddd6e2
Instituto Superior Columbia;630665b89fa239004bddd6e2
Instituto Cultural Peruano Norteamericano (icpna);630665b89fa239004bddd6e2
Liceo Naval Contralmirante Lizardo Montero;630665b89fa239004bddd6e2
Certus-ate;630665b89fa239004bddd6f1
Universidad Nacional Federico Villarreal;630665b89fa239004bddd6f9
Intur Peru;630665b89fa239004bddd6ff
Instituto Peruano Britanico;630665b89fa239004bddd6ff
Universidad De Ingenieria;630665b89fa239004bddd6ff
Certus;630665b89fa239004bddd714
Universidad Nacional Del Callao;630665b89fa239004bddd71a
Universida Peruana De Ciencias Aplicadas;630665b89fa239004bddd72c
Instituto Idat;630665b89fa239004bddd73a
Universidad Alas Peruanas;630665b89fa239004bddd746
Universidad Privada Del Norte;630665b99fa239004bddd754
Sise;630665b99fa239004bddd754
Utp Lima Norte;630665b99fa239004bddd75d
Idat;630665b99fa239004bddd765
Instituto De Formación Bancaria Certus;630665b99fa239004bddd76e
Zegel Ipae;630665b99fa239004bddd775
Isil;630665b99fa239004bddd77c
Certus;630665b99fa239004bddd785
Certus;630665b99fa239004bddd78b
Certus;630665b99fa239004bddd792
Ifb Certus - Administracion;630665b99fa239004bddd79e
Instituto Cesca;630665b99fa239004bddd7a7
Certus;630665b99fa239004bddd7b2
Maria Rosario Araoz Pinto;630665b99fa239004bddd7bb
Cesar Vallejo;630665b99fa239004bddd7c4
Certus;630665b99fa239004bddd7cd
Senati;630665b99fa239004bddd7d5
I.e.p San Ricardo;630665b99fa239004bddd7e1
I.e.p María De Las Mercedes;630665b99fa239004bddd7e1
Universidad Nacional De Trujillo;630665b99fa239004bddd7ee
Ifb Certus;630665b99fa239004bddd7f4
Universidad Ricardo Palma;630665b99fa239004bddd803
Universidad Nacional De Ingeniería;630665b99fa239004bddd80b
Instituto Idat;630665b99fa239004bddd817
Instituto Cibertec;630665b99fa239004bddd817
Fe Y Alegria 2;630665b99fa239004bddd817
Isil;630665b99fa239004bddd824
Senati;630665b99fa239004bddd82a
Universidad Privada Del Norte;630665b99fa239004bddd831
Universidad Peruana De Los Andes;630665b99fa239004bddd83e
Ifb;630665b99fa239004bddd846
Universidad Peruana De Ciencias Aplicadas;630665b99fa239004bddd84e
Universidad Alas Peruanas;630665b99fa239004bddd858
Unalm;630665b99fa239004bddd868
Unfv;630665b99fa239004bddd868
Cajera Comercial;630665b99fa239004bddd872
Certus;630665b99fa239004bddd879
Universidad Privada Del Norte (upn);630665b99fa239004bddd883
Trilce;630665b99fa239004bddd883
Ifb - Certus;630665b99fa239004bddd88d
Universidad César Vallejo;630665b99fa239004bddd896
Certus;630665b99fa239004bddd89c
Cibertec;630665b99fa239004bddd8a4
Instituto Sise;630665b99fa239004bddd8ab
Sise;630665b99fa239004bddd8b6
Zegel Ipae;630665b99fa239004bddd8bd
Universidad Privada Del Norte;630665b99fa239004bddd8c7
Universidad Privada Del Norte Upn;630665b99fa239004bddd8ce
Ifb Certus;630665b99fa239004bddd8d6
Certus;630665b99fa239004bddd8dc
Instituto Ismen;630665b99fa239004bddd8e7
Adex;630665b99fa239004bddd8ee
Universidad Continental;630665b99fa239004bddd8ff
Nuestra Señora De Fatima;630665b99fa239004bddd8ff
Instituto De Formación Bancaria - Certus;630665b99fa239004bddd90f
Universidad Privada Telesup;630665b99fa239004bddd90f
Cibertec;630665b99fa239004bddd90f
San Ignacio De Loyola;630665b99fa239004bddd91c
Certus Ifb;630665b99fa239004bddd922
Ifb Certus;630665b99fa239004bddd92a
Universidad  Nacional  Del Callao;630665b99fa239004bddd933
Insituto Certus;630665b99fa239004bddd93a
Certus;630665b99fa239004bddd940
Universidad Peruana Los Andes;630665b99fa239004bddd946
Cibertec;630665b99fa239004bddd94e
Universidad Nacional De Trujillo - Unitru;630665b99fa239004bddd954
Zegel Ipae;630665b99fa239004bddd95a
